100,10000,0.016587966200313532
200,20000,0.0521166816004552
300,30000,0.10343077700090361
400,40000,0.17737236060056602
500,50000,0.2679162964006537
600,60000,0.3720974401003332
700,70000,0.4941150218000985
800,80000,0.6360245926000061
900,90000,0.7951819902998978
1000,100000,0.9705358781007817
