1000,10000,0.016365231100644452
2000,20000,0.054484454600606115
3000,30000,0.10569154350087047
4000,40000,0.17696589460101678
5000,50000,0.2650293116006651
6000,60000,0.3723913869005628
7000,70000,0.4962482037008158
8000,80000,0.6595075663994067
9000,90000,0.804937325300125
10000,100000,0.9765713223998318
