100,10000,0.019616098
200,40000,0.108716839
300,90000,0.336675216
400,160000,0.764925766
500,250000,1.729101391
600,360000,2.705721865
700,490000,3.637918214
800,640000,6.346623499
900,810000,9.578705063
1000,1000000,14.30458682
