10,100,8.016049396246672e-05
20,400,0.000713741802610457
30,900,0.0012946125934831798
40,1600,0.007003224897198379
50,2500,0.005145751999225468
60,3600,0.006798575900029391
70,4900,0.007917575596366078
80,6400,0.00954823549836874
90,8100,0.013570985500700771
100,10000,0.01698492360301316
